source_round_id	iteration	mutation_hash	workload_key	surface	changed_region	expected_affected_path	mutation_features	schedule_trace	patch_diff	controller_gate	outcome	failure_class	objective_mean	rollout_measurements	measurement_policy	tier4_overshoot	failure_relation	next_implication	search_bias	artifact_refs
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	018	540995218f0c9f4afde8854cf88901f992544d857c6bac65463e0eb6d1d74718	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_cxx_dispatch_or_schedule	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh	unclassified_low_level_mechanism	unclassified_low_level_mechanism	paths=cutlass_gemm_caller.cuh;features=unclassified_low_level_mechanism	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh\n@@ -50,13 +50,18 @@\n-  auto const workspace_options =\n-      torch::TensorOptions().dtype(torch::kUInt8).device(device);\n-  auto workspace = torch::empty(workspace_size, workspace_options);\n+  torch::Tensor workspace;\n+  void* workspace_ptr = nullptr;\n+  if (workspace_size != 0) {\n+    auto const workspace_options =\n+        torch::TensorOptions().dtype(torch::kUInt8).device(device);\n+    workspace = torch::empty(workspace_size, workspace_options);\n+    workspace_ptr = workspace.data_ptr();\n+  }\n-  cutlass::Status status = gemm_op.run(args, workspace.data_ptr(), stream);\n+  cutlass::Status status = gemm_op.run(args, workspace_ptr, stream);\n@@ -104,4 +109,4 @@\n-}  // namespace vllm::c3x\n+}  // namespace vllm::c3x	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.045058	0.033972,0.056143	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_cxx_dispatch_or_schedule:unclassified_low_level_mechanism	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/018/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/018/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/018/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	020	499170b8d07eb06f01a19e92fc003202e887ed49e6797a2116e2e868b9f5d36d	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	shape=_64,_128,_128,shape=_1,_1,_1,m_guard=M==1,m_guard=M<=256,scale_related	paths=scaled_mm_blockwise_sm120_fp8_dispatch.cuh;features=shape=_64,_128,_128,shape=_1,_1,_1,m_guard=M==1,m_guard=M<=256,scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n@@ -125,6 +125,17 @@\n+struct sm120_blockwise_fp8_config_M1ScaleM64 {\n+  using KernelSchedule = cutlass::gemm::KernelTmaWarpSpecializedBlockwisePingpongSm120;\n+  using EpilogueSchedule = cutlass::epilogue::collective::EpilogueScheduleAuto;\n+  using TileShape = Shape<_64, _128, _128>;\n+  using ClusterShape = Shape<_1, _1, _1>;\n+  using Gemm = cutlass_3x_gemm_fp8_blockwise<\n+      OutType, 64, 128, 128, TileShape, ClusterShape,\n+      EpilogueSchedule, KernelSchedule>;\n+};\n+\n+template <typename OutType>\n@@ -202,6 +213,11 @@\n+  if (M == 1) {\n+    using Gemm = typename sm120_blockwise_fp8_config_M1ScaleM64<OutType>::Gemm;\n+    return cutlass_gemm_caller_blockwise<Gemm>(\n+        out, a, b, a_scales, b_scales);\n+  }	parity_generation_speed_below_baseline	parity_generation_speed_below_baseline	performance			controller_parity_before_measurement	0.35653125	performance_gate_failed:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	do not spend controller validation on adjacent candidates unless preflight analysis explains how they clear the post-parity speed threshold	deprioritize_until_speed_gate_hypothesis_changes	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/020/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/020/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/020/speed_gate.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/020/warm_post_parity_speed_gate.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/020/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	022		qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	no_patch	schedule_tile_or_cta_shape	shape=_64,_128,_128,shape=_1,_1,_1,shape=_64,_64,_128,m_guard=M<=256,m_guard=M==1,scale_related	region=no_patch;features=shape=_64,_128,_128,shape=_1,_1,_1,shape=_64,_64,_128,m_guard=M<=256,m_guard=M==1,scale_related	- Persistent scheduler/hardware-info and workspace cache variants.\n- `M <= 256` blockwise N tile 256.\n- `M <= 256` blockwise M tile 128 with auto schedule.\n- Fixed mainloop stage count 2 and 4.\n- Explicit epilogue tile.\n- Python prequantization/scale-placement and M1 quant cache variants.\n- Zero-workspace caller handling.\n- M==1 blockwise branch, which passed correctness but failed the post-parity generation-speed gate.\n- Small-N `Shape<_64,_64,_128>` blockwise tile.\n- Stream-K scheduler for the existing legal tile.\n- Cooperative/auto SM120 blockwise schedules.\n- Alternate SM120 blockwise epilogue schedules.	agent_blocked_no_mutation	agent_blocked_no_mutation	authoring			not_measured_or_controller_preflight		search_context:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	read artifacts before proposing adjacent mutations	context_only	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/022/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	024	9180f62f2107b98e7187f1dbf90cc93b62bc5cfab537c6c0f4acaf42eb217479	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	unknown_or_mixed	cutlass_source_workspace/vllm-source/vllm/model_executor/layers/quantization/utils/fp8_utils.py	scale_placement_or_quant_semantics	scale_related	paths=fp8_utils.py;features=scale_related	--- cutlass_source_workspace/vllm-source/vllm/model_executor/layers/quantization/utils/fp8_utils.py\n+++ cutlass_source_workspace/vllm-source/vllm/model_executor/layers/quantization/utils/fp8_utils.py\n@@ -372,0 +373,8 @@ class W8A8BlockFp8LinearOp:\n+        capability = current_platform.get_device_capability()\n+        capability_int = -1 if capability is None else capability.to_int()\n+        self.use_sm120_m1_padded_cutlass = (\n+            cutlass_block_fp8_supported\n+            and 120 <= capability_int < 130\n+            and self.act_quant_group_shape == GroupShape(1, 128)\n+            and self.weight_group_shape == GroupShape(128, 128)\n+        )\n@@ -456,0 +465,9 @@ class W8A8BlockFp8LinearOp:\n+        if self.use_sm120_m1_padded_cutlass and q_input.size(0) == 1:\n+            return torch.ops.vllm.padded_cutlass(\n+                q_input,\n+                weight,\n+                input_scale,\n+                weight_scale,\n+                list(self.weight_group_shape),\n+                input_2d.dtype,\n+            )	parity_generation_speed_below_baseline	parity_generation_speed_below_baseline	performance			controller_parity_before_measurement	0.35653125	performance_gate_failed:unknown_or_mixed:scale_placement_or_quant_semantics	do not spend controller validation on adjacent candidates unless preflight analysis explains how they clear the post-parity speed threshold	deprioritize_until_speed_gate_hypothesis_changes	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/024/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/024/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/024/speed_gate.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/024/warm_post_parity_speed_gate.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/024/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	025		qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	no_patch	schedule_tile_or_cta_shape	shape=_64,_128,_128,shape=_1,_1,_1,m_guard=M<=256,scale_related	region=no_patch;features=shape=_64,_128,_128,shape=_1,_1,_1,m_guard=M<=256,scale_related	# Candidate 025 Blocked\n\nNo `mutation.patch` is submitted for iteration 025.\n\nThe required warm diagnostic measured the current live stack at 7.365 generated tok/s and 135.782022 ms/generated token, with decode as the bottleneck. The same diagnostic reports GB10 roofline context of 128 GB unified LPDDR5x, 273.0 GB/s theoretical bandwidth, 10.111 tok/s full-model FP8 stream ceiling, and about 37.068 GB/generated token of theoretical bandwidth budget at the observed decode time.\n\nThe live CUTLASS block-FP8 path is:\n\n`W8A8BlockFp8LinearOp._run_cutlass -> cutlass_scaled_mm -> torch.ops._C.cutlass_scaled_mm -> dispatch_scaled_mm -> cutlass_scaled_mm_blockwise_sm120_fp8 -> cutlass_gemm_blockwise_sm120_fp8_dispatch`.\n\nFor decode, the hot branch is `M <= 256` in `csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh`, using `sm120_blockwise_fp8_config_M64` with `Shape<_64,_128,_128>`, `ClusterShape<_1,_1,_1>`, `KernelTmaWarpSpecializedBlockwisePingpongSm120`, and block-scale granularity `(1,128,128)`.\n\nI blocked instead of submitting a patch because the remaining parity-safe surfaces do not have evidence for the required >=3% warm decode lift. The speed gate requires reaching about 7.586 tok/s, or saving roughly 3.95 ms/token. The controller proxy maps the 20.0% `ffn_linear` share to 27.156 ms/token on this warm diagnostic, with 108.626 ms/token outside FFN.\n\nPrior same-round measurements already rejected the compile-clean adjacent mechanisms: stage-count changes, M/N tile changes, explicit epilogue tile, persistent scheduler/hardware-info, wor	agent_blocked_no_mutation	agent_blocked_no_mutation	authoring			not_measured_or_controller_preflight		search_context:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	read artifacts before proposing adjacent mutations	context_only	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/025/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	026	51c5525724943eb455779f9f4038e0ef60f8faf984af99f65d2a6261f9c0e8ba	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	scale_related	paths=scaled_mm_blockwise_sm120_fp8_dispatch.cuh;features=scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n@@ -24,7 +24,8 @@\n-          class EpilogueScheduler, class MainloopScheduler>\n+          class EpilogueScheduler, class MainloopScheduler,\n+          int MainloopStageCount = 0>\n@@ -85,7 +86,12 @@\n-  using StageCountType = cutlass::gemm::collective::StageCountAuto; \n+  using AutoStageCountType =\n+      cutlass::gemm::collective::StageCountAutoCarveout<static_cast<int>(\n+          sizeof(typename CollectiveEpilogue::SharedStorage))>;\n+  using StageCountType = cute::conditional_t<\n+      MainloopStageCount == 0, AutoStageCountType,\n+      cutlass::gemm::collective::StageCount<MainloopStageCount>>;\n@@ -99,7 +105,7 @@\n-          cutlass::gemm::collective::StageCountAutoCarveout<static_cast<int>(sizeof(typename CollectiveEpilogue::SharedStorage))>,\n+          StageCountType,\n@@ -134,7 +140,7 @@\n-      EpilogueSchedule, KernelSchedule>;\n+      EpilogueSchedule, KernelSchedule, 3>;	parity_generation_speed_below_baseline	parity_generation_speed_below_baseline	performance			controller_parity_before_measurement	0.35653125	performance_gate_failed:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	do not spend controller validation on adjacent candidates unless preflight analysis explains how they clear the post-parity speed threshold	deprioritize_until_speed_gate_hypothesis_changes	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/026/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/026/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/026/speed_gate.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/026/warm_post_parity_speed_gate.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/026/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	027		qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	no_patch	schedule_tile_or_cta_shape	shape=_64,_128,_128,shape=_1,_1,_1,m_guard=M<=256,scale_related	region=no_patch;features=shape=_64,_128,_128,shape=_1,_1,_1,m_guard=M<=256,scale_related	- keep the normal-output epilogue on `cutlass::arch::OpClassTensorOp`,\n- change only the blockscaled mainloop builder tag to `cutlass::arch::OpClassBlockScaledTensorOp`,\n- preserve public signatures, dtype/layout contracts, scale semantics, tile shape, schedule, output dtype, and B-weight bytes.\n- `scaled_mm_blockwise_sm120_fp8_dispatch.cuh(181): error: ... GemmKernel ... has no member MainloopArguments`\n- `scaled_mm_blockwise_sm120_fp8_dispatch.cuh(193): error: ... GemmKernel ... has no member EpilogueArguments`\n- `no instance of overloaded function vllm::c3x::cutlass_gemm_caller matches the argument list`\n- representative shape(s) as M/N/K: `M=1, N=34816, K=5120` gate/up and `M=1, N=5120, K=17408` down.\n- FLOPs: gate/up about `356.5 MFLOP`; down about `178.3 MFLOP`.\n- bytes moved: gate/up has A `5.1 KB`, B weights `178.3 MB`, A scales `160 B`, B scales `43.5 KB`, output bf16 `69.6 KB`; down has A `17.4 KB`, B weights `89.1 MB`, A scales `544 B`, B scales `21.8 KB`, output bf16 `10.2 KB`.\n- arithmetic intensity: both representative M1 GEMMs are about `2.0 FLOP/byte`, so GB10 LPDDR bandwidth dominates.\n- current `ffn_linear` ms/token proxy: `27.156366 ms/token`, using the `20.0%` strategy share mapped to the current warm diagnostic.\n- non-FFN residual: `108.625463 ms/token`.\n- 7.5 tok/s breakdown: `133.333 ms/token`; a 27 GB/token FP8 stream implies `202.5 GB/s`, or `74.2% of 273 GB/s`; `ffn_linear` share is `26.667 ms/token`; non-FFN residual is `106.667 ms/token`.	agent_blocked_compile_preflight	agent_blocked_compile_preflight	build			author_compile_preflight_only		build_risk:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	agent must fix compile/preflight locally before controller validation	repair_compile_surface_before_resubmit	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/027/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	028		qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	no_patch	schedule_tile_or_cta_shape	shape=_64,_128,_128,shape=_1,_1,_1,m_guard=M<=256,scale_related	region=no_patch;features=shape=_64,_128,_128,shape=_1,_1,_1,m_guard=M<=256,scale_related	- Compile-clean adjacent mechanisms have already been measured near baseline or worse: workspace/hardware-info cache, zero-workspace caller handling, M1 branch, M16/M32/M64/M128 tile changes, explicit epilogue tile, fixed stage counts, swap-AB layout, padded M1 routing, and Python quant-cache/padding variants.\n- Larger adjacent mechanisms have already compile-blocked: N64/N256/K256 tile changes, cooperative/auto/Stream-K schedule changes, alternate epilogue schedules, and the source-backed `OpClassBlockScaledTensorOp` mainloop correction.\n- Primary CUTLASS documentation confirms the current legal SM120 constraints that matter here: TN layout, `1x1x1` cluster, `EpilogueScheduleAuto`, and a small set of valid FP8 tile shapes. The one documented blockscaled operator-class difference was attempted in candidate 027 and failed targeted compile preflight against the current vLLM caller contract.\n- The representative decode GEMMs are B-stream dominated: `M=1,N=34816,K=5120` moves about `178.3 MB` of B weights for `356.5 MFLOP`, and `M=1,N=5120,K=17408` moves about `89.1 MB` of B weights for `178.3 MFLOP`, both about `2.0 FLOP/byte`. Parity-safe schedule/caller mutations do not reduce those B-weight bytes; reducing them would require changing dtype/layout/scale semantics, which is forbidden.	agent_blocked_compile_preflight	agent_blocked_compile_preflight	build			author_compile_preflight_only		build_risk:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	agent must fix compile/preflight locally before controller validation	repair_compile_surface_before_resubmit	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/028/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z	001	2e0231bdd3f87f6488e50636561cbbb0b55b91cc9cd7998d827f508c1bed1e26	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_cxx_dispatch_or_schedule	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh	schedule_tile_or_cta_shape	shape=int,int,int,int,KernelHardwareInfo,sm_count	paths=cutlass_gemm_caller.cuh;features=shape=int,int,int,int,KernelHardwareInfo,sm_count	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh\n@@ -30,13 +30,29 @@ static inline cute::Shape<int, int, int, int> get_problem_shape(\n+static inline cutlass::KernelHardwareInfo get_kernel_hardware_info(\n+    torch::Device device) {\n+  int device_id = static_cast<int>(device.index());\n+  thread_local int cached_device_id = -1;\n+  thread_local int cached_sm_count = 0;\n+\n+  if (cached_device_id != device_id || cached_sm_count <= 0) {\n+    cached_device_id = device_id;\n+    cached_sm_count =\n+        cutlass::KernelHardwareInfo::query_device_multiprocessor_count(\n+            device_id);\n+  }\n+\n+  return cutlass::KernelHardwareInfo{device_id, cached_sm_count};\n+}\n+\n-  cutlass::KernelHardwareInfo hw_info;\n+  cutlass::KernelHardwareInfo hw_info = get_kernel_hardware_info(device);\n@@ -104,4 +120,4 @@ void cutlass_gemm_caller(torch::Tensor& out, torch::Tensor const& a,\n-}  // namespace vllm::c3x\n+}  // namespace vllm::c3x	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.044881	0.033998,0.055763	controller_real_vllm_restart;candidate_windows=2	0.36928125	same_surface_or_path_failed:cutlass_cxx_dispatch_or_schedule:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/001/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/001/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/001/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z	002	93093ce10dd691a895bc2eaf137d3922b8619c7e7c7c225a3aaba550a750037b	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	shape=_16,_64,_128,shape=_16,_128,_128,shape=_1,_1,_1,EpilogueTile,scale_related	paths=scaled_mm_sm120_fp8_dispatch.cuh;features=shape=_16,_64,_128,shape=_16,_128,_128,shape=_1,_1,_1,EpilogueTile,scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_sm120_fp8_dispatch.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_sm120_fp8_dispatch.cuh\n@@ -126,7 +126,7 @@ struct sm120_fp8_config_M16 {\n-  using TileShape = Shape<_16, _64, _128>;\n+  using TileShape = Shape<_16, _128, _128>;	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.045015	0.033988,0.056042	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/002/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/002/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/002/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z	003	8865465533c2a5cd480b7ee2184626b3a67c419015a5b5b4a80f769f1f348d8e	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_cxx_dispatch_or_schedule	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	shape=_16,_128,_128,shape=_1,_1,_1,shape=_16,_32,m_guard=M<=16,m_guard=M<=256,EpilogueTile,scale_related	paths=scaled_mm_blockwise_sm120_fp8_dispatch.cuh;features=shape=_16,_128,_128,shape=_1,_1,_1,shape=_16,_32,m_guard=M<=16,m_guard=M<=256,EpilogueTile,scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n@@ -24,7 +24,8 @@\n-          class EpilogueScheduler, class MainloopScheduler>\n+          class EpilogueScheduler, class MainloopScheduler,\n+          class EpilogueTile = cutlass::epilogue::collective::EpilogueTileAuto>\n@@ -72,7 +73,7 @@\n-      cutlass::epilogue::collective::EpilogueTileAuto,\n+      EpilogueTile,\n@@ -125,6 +126,17 @@\n+struct sm120_blockwise_fp8_config_M16 {\n+  using KernelSchedule = cutlass::gemm::KernelTmaWarpSpecializedBlockwisePingpongSm120;\n+  using EpilogueSchedule = cutlass::epilogue::collective::EpilogueScheduleAuto;\n+  using TileShape = Shape<_16, _128, _128>;\n+  using ClusterShape = Shape<_1, _1, _1>;\n+  using Gemm = cutlass_3x_gemm_fp8_blockwise<\n+      OutType, 1, 128, 128, TileShape, ClusterShape,\n+      EpilogueSchedule, KernelSchedule, Shape<_16, _32>>;\n+};\n+\n+template <typename OutType>\n@@ -202,6 +214,11 @@\n+  if (M <= 16) {\n+    using Gemm = typename sm120_blockwise_fp8_config_M16<OutType>::Gemm;\n+    return cutlass_gemm_caller_blockwise<Gemm>(\n+        out, a, b, a_scales, b_scales);\n+  }	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.037499	0.034115,0.040883	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_cxx_dispatch_or_schedule:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/003/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/003/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260504T133749Z/candidates/003/measurement_trace.json
